1.02E-08	0.01980925
1.82E-08	0.02258225
3.24E-08	0.025134
5.75E-08	0.02739075
1.02E-07	0.0371995
1.82E-07	0.04954525
3.24E-07	0.061832
5.75E-07	0.07736375
1.02E-06	0.08733475
1.82E-06	0.09524075
3.24E-06	0.10190775
5.75E-06	0.1055805
1.02E-05	0.11446
1.82E-05	0.11801475
3.24E-05	0.124136
5.75E-05	0.128502
0.000102329	0.1341365
0.00018197	0.14329625
0.000323594	0.1448155
0.00057544	0.15058275
0.001023293	0.15415225
0.001819701	0.1619845
0.003235937	0.16509675
0.0057544	0.174109
0.01023293	0.17701475
0.018197009	0.19002425
0.032359365	0.198653
0.057543993	0.22002575
0.102329299	0.244673
0.18197009	0.28929175
0.323593646	0.350696
0.57543993	0.417956
1.023293018	0.4827085
1.819700837	0.510055
3.235936642	0.4566305
5.7543993	0.40035925
10.23293018	0.2828165
18.19700813	0.18117425
32.35936737	0.16477225
57.5439949	0.111982
100	0.036875
