-3.60E-01	-2.32E-02	1.52E+00	5.93E+00	2.96E+00	1.62E+00	-2.10E-01	-2.78E+00	-1.63E+00	3.00E+00
-3.60E-01	-2.32E-02	1.52E+00	5.93E+00	2.96E+00	1.62E+00	-2.10E-01	-2.78E+00	-1.63E+00	3.00E+00
-5.30E-01	-2.18E-02	1.57E+00	5.81E+00	2.96E+00	1.53E+00	-2.19E-01	-2.67E+00	-1.25E+00	3.00E+00
-6.35E-01	-2.52E-02	1.52E+00	5.64E+00	2.96E+00	1.19E+00	-2.03E-01	-3.25E+00	-2.84E+00	3.00E+00
-7.68E-01	-2.30E-02	1.50E+00	5.29E+00	2.97E+00	-7.85E-01	-8.73E-02	1.09E+00	1.21E+01	3.02E+00
-8.20E-01	-2.18E-02	1.40E+00	4.75E+00	2.98E+00	-5.49E-01	-7.35E-02	6.70E-01	9.97E+00	2.97E+00
-7.96E-01	-1.80E-02	1.31E+00	4.28E+00	2.99E+00	-4.75E-01	-6.94E-02	5.10E-01	9.62E+00	2.97E+00
-7.30E-01	-1.35E-02	1.22E+00	4.05E+00	2.99E+00	-3.88E-01	-5.98E-02	4.04E-01	8.95E+00	2.96E+00
-6.25E-01	-1.09E-02	1.10E+00	3.95E+00	3.00E+00	-3.02E-01	-5.10E-02	3.42E-01	8.51E+00	2.96E+00
-5.28E-01	-8.87E-03	9.90E-01	3.92E+00	3.00E+00	-2.64E-01	-4.09E-02	3.31E-01	7.94E+00	2.96E+00
-4.26E-01	-8.06E-03	8.81E-01	3.92E+00	3.00E+00	-1.86E-01	-3.76E-02	2.79E-01	8.09E+00	2.97E+00
-3.11E-01	-7.40E-03	7.56E-01	3.95E+00	3.00E+00	-1.19E-01	-2.97E-02	2.45E-01	7.88E+00	2.97E+00
-1.71E-01	-7.47E-03	6.02E-01	3.97E+00	3.01E+00	-1.85E-02	-2.59E-02	1.79E-01	8.38E+00	2.99E+00
-1.29E-02	-8.01E-03	4.26E-01	3.90E+00	3.02E+00	8.47E-02	-1.93E-02	1.09E-01	8.67E+00	2.98E+00
1.86E-01	-8.69E-03	1.99E-01	2.81E+00	3.06E+00	1.55E-01	-9.41E-03	6.00E-02	1.38E+01	2.97E+00
3.81E-01	-8.37E-03	-6.68E-02	5.69E+00	2.10E+00	3.16E-01	-1.99E-03	-8.72E-02	6.50E+00	2.89E+00
5.32E-01	-7.98E-03	-2.60E-01	5.61E+00	2.86E+00	3.81E-01	6.30E-03	-1.61E-01	7.56E+00	2.88E+00
6.51E-01	-7.89E-03	-4.00E-01	5.77E+00	2.90E+00	4.63E-01	6.55E-03	-2.55E-01	7.53E+00	2.90E+00
6.82E-01	-8.09E-03	-4.45E-01	5.80E+00	2.90E+00	4.49E-01	2.70E-02	-2.27E-01	1.11E+01	3.03E+00
6.99E-01	-7.78E-03	-4.75E-01	5.87E+00	2.91E+00	7.70E-03	7.01E-02	1.01E+00	-2.46E+00	3.00E+00
6.99E-01	-6.05E-03	-4.85E-01	5.99E+00	2.91E+00	3.79E-01	3.41E-02	-1.76E-01	1.10E+01	3.01E+00
7.27E-01	-6.53E-03	-5.22E-01	6.16E+00	2.92E+00	4.30E-01	2.24E-02	-2.41E-01	8.47E+00	2.86E+00
7.79E-01	-7.65E-03	-5.85E-01	6.24E+00	2.93E+00	3.73E-01	2.80E-02	-2.08E-01	1.02E+01	2.97E+00
7.89E-01	-6.11E-03	-6.04E-01	6.38E+00	2.93E+00	3.75E-01	2.27E-02	-2.06E-01	9.22E+00	2.89E+00
7.72E-01	-5.82E-03	-6.03E-01	6.51E+00	2.93E+00	-6.30E-02	7.40E-02	1.34E+00	-3.20E+00	3.00E+00
7.61E-01	-7.10E-03	-6.14E-01	6.48E+00	2.93E+00	5.97E-01	-7.76E-04	-4.55E-01	8.13E+00	2.96E+00
7.54E-01	-5.62E-03	-6.07E-01	6.44E+00	2.93E+00	5.93E-01	-2.55E-02	-5.61E-01	6.95E+00	2.98E+00
7.54E-01	-5.62E-03	-6.07E-01	6.44E+00	2.93E+00	5.93E-01	-2.55E-02	-5.61E-01	6.95E+00	2.98E+00
