2.41E-01	2.22E-02	2.06E-01	9.94E+00	2.93E+00	1.11E+00	-2.54E-02	-6.67E-01	7.35E+00	2.99E+00
2.41E-01	2.22E-02	2.06E-01	9.94E+00	2.93E+00	1.11E+00	-2.54E-02	-6.67E-01	7.35E+00	2.99E+00
1.98E-01	2.30E-02	2.32E-01	1.02E+01	2.92E+00	1.05E+00	-2.25E-02	-6.12E-01	7.54E+00	2.99E+00
4.38E-01	7.02E-03	-8.03E-02	-2.61E+00	2.88E+00	9.34E-01	-1.92E-02	-5.32E-01	7.41E+00	3.00E+00
3.87E-01	5.74E-03	-7.20E-02	-8.39E-01	2.83E+00	7.65E-01	-1.43E-02	-4.04E-01	7.60E+00	3.00E+00
3.15E-01	3.84E-03	-4.63E-02	1.42E+00	2.61E+00	5.24E-01	-6.98E-03	-2.38E-01	7.43E+00	3.01E+00
2.29E-01	2.89E-03	-3.43E-02	2.79E+00	2.41E+00	3.29E-01	-1.78E-03	-1.18E-01	7.76E+00	3.04E+00
1.27E-01	3.54E-03	0.00E+00	0.00E+00	3.00E+00	2.02E-01	3.74E-04	-6.29E-02	1.07E+01	3.02E+00
9.54E-02	7.51E-04	-4.78E-02	1.91E+00	2.93E+00	5.25E-02	4.25E-03	6.89E-02	-1.22E+00	2.98E+00
-1.21E-01	9.24E-03	1.43E-01	1.21E+01	2.86E+00	2.52E-02	3.05E-03	2.47E-02	6.57E-01	2.84E+00
-1.78E-01	1.09E-02	1.75E-01	1.21E+01	2.90E+00	9.53E-03	2.84E-03	1.20E-02	4.42E-01	2.64E+00
-2.11E-01	1.15E-02	1.91E-01	1.21E+01	2.91E+00	-1.90E-03	2.36E-03	1.38E-03	1.18E+00	2.07E+00
-3.33E-01	1.74E-02	2.62E-01	1.22E+01	2.94E+00	5.26E-02	-1.49E-03	-6.40E-02	9.70E+00	3.04E+00
-3.59E-01	1.79E-02	2.72E-01	1.23E+01	2.95E+00	1.47E-02	-4.49E-04	-4.12E-02	9.59E+00	3.09E+00
-3.64E-01	1.76E-02	2.72E-01	1.24E+01	2.94E+00	-3.06E-02	1.61E-03	-4.43E-03	7.91E+00	3.81E+00
-3.67E-01	1.75E-02	2.73E-01	1.25E+01	2.95E+00	-5.59E-02	2.83E-03	1.94E-02	9.24E+00	4.59E-01
2.55E-02	-2.33E-03	-7.74E-01	-4.89E+00	3.00E+00	-6.57E-02	3.73E-03	4.33E-02	8.50E+00	2.62E+00
1.43E-02	-2.60E-03	-5.59E-01	-4.08E+00	3.00E+00	-8.33E-02	3.93E-03	5.52E-02	8.16E+00	2.69E+00
1.10E-02	-2.74E-03	-4.78E-01	-3.80E+00	3.00E+00	-1.14E-01	4.08E-03	7.76E-02	8.74E+00	2.83E+00
1.21E-02	-2.91E-03	-4.06E-01	-3.55E+00	3.00E+00	-1.31E-01	3.88E-03	9.53E-02	9.01E+00	2.88E+00
1.43E-02	-3.11E-03	-3.53E-01	-3.38E+00	3.00E+00	-9.94E-02	3.44E-03	7.85E-02	7.98E+00	2.82E+00
1.53E-02	-3.02E-03	-3.28E-01	-3.72E+00	3.00E+00	-8.71E-02	3.82E-03	7.68E-02	7.22E+00	2.83E+00
1.64E-02	-3.13E-03	-2.33E-01	-3.12E+00	3.00E+00	-8.80E-02	2.79E-03	7.58E-02	7.48E+00	2.83E+00
1.47E-02	-3.25E-03	-2.01E-01	-3.31E+00	3.00E+00	-7.99E-02	3.18E-03	7.65E-02	6.99E+00	2.84E+00
1.36E-02	-3.47E-03	-1.53E-01	-3.32E+00	3.00E+00	-1.17E-01	2.42E-03	1.00E-01	8.30E+00	2.89E+00
1.51E-02	-3.70E-03	-3.69E-02	2.16E+00	2.94E+00	-8.35E-02	3.06E-03	8.31E-02	6.68E+00	2.86E+00
1.90E-02	-3.99E-03	-3.13E-02	3.38E+00	2.82E+00	-6.37E-02	2.97E-03	8.07E-02	5.76E+00	2.86E+00
1.90E-02	-3.99E-03	-3.13E-02	3.38E+00	2.82E+00	-6.37E-02	2.97E-03	8.07E-02	5.76E+00	2.86E+00
