0.07938000	0.81720000	2.70100000	0.36600000	-0.27960000	3.26800000	0.41660000	0.07311000	1.27200000	0.47820000
0.08002000	0.84950000	2.79000000	0.35130000	-0.31560000	3.30000000	0.36590000	0.07999000	1.54600000	0.49710000
0.08184000	0.88980000	2.88500000	0.36090000	-0.37530000	3.44900000	0.34150000	0.08126000	1.68100000	0.44790000
0.06708000	1.53900000	3.38400000	0.53350000	-0.58660000	3.58800000	0.18540000	0.03642000	-1.91200000	2.43800000
0.06527000	1.71400000	3.45000000	0.51320000	-0.71050000	3.61300000	0.18540000	0.04010000	-1.99900000	2.39500000
0.05726000	1.39500000	3.12800000	0.37540000	-0.74160000	3.49900000	0.25440000	0.05096000	-1.98900000	2.48000000
0.06123000	1.42000000	3.19400000	0.39850000	-0.74870000	3.59400000	0.25250000	0.03293000	-1.99800000	2.42400000
0.08102000	1.23400000	2.56400000	0.41920000	-1.09100000	2.92100000	0.43700000	0.01830000	0.41600000	0.21710000
0.08163000	1.01300000	2.54400000	0.38820000	-0.88370000	2.95700000	0.43480000	0.02504000	0.66640000	0.37300000
0.07654000	1.00400000	2.67700000	0.38420000	-0.86120000	3.11300000	0.36640000	0.02951000	-0.73030000	2.25300000
0.08026000	1.34500000	2.75400000	0.38380000	-1.25300000	3.12100000	0.39210000	0.03318000	0.52940000	0.20360000
0.08118000	1.18900000	2.83000000	0.41530000	-1.12300000	3.36100000	0.39230000	0.01030000	0.25890000	2.47500000
0.08412000	1.36100000	2.98000000	0.45880000	-0.08650000	3.18700000	0.07066000	-1.53500000	3.74200000	0.47520000
0.07665000	1.73000000	3.02000000	0.38450000	-1.55600000	3.32800000	0.33840000	0.02165000	-1.98500000	2.49400000
0.07916000	0.66000000	2.20600000	0.51330000	-0.63630000	3.10200000	0.41930000	-0.09241000	1.36200000	0.28160000
0.07922000	0.68400000	2.30400000	0.49890000	-0.64810000	3.11600000	0.38250000	-0.09231000	1.46800000	0.29860000
0.07999000	0.73760000	2.44600000	0.49550000	-0.68890000	3.18200000	0.33590000	-0.09449000	1.59900000	0.29680000
0.07825000	0.48910000	2.45900000	0.35370000	-0.59360000	3.25200000	0.33640000	0.02773000	0.30340000	0.88170000
0.08069000	0.60110000	2.63100000	0.38080000	-0.72150000	3.31600000	0.32660000	0.02910000	0.59470000	0.39210000
0.07965000	1.26300000	2.81500000	0.56780000	-1.12300000	3.38200000	0.33670000	-0.17280000	1.74400000	0.34570000
0.06808000	1.38600000	2.89200000	0.39860000	-1.48000000	3.25100000	0.34730000	0.01984000	-1.80500000	0.05705000
0.08330000	0.93270000	2.40600000	0.58740000	-0.92200000	2.84200000	0.44990000	-0.09402000	1.07600000	0.33300000
0.08234000	0.39370000	2.31900000	0.37060000	-0.52320000	2.86400000	0.36300000	0.04725000	2.09900000	1.48900000
0.08218000	0.37620000	2.39200000	0.35970000	-0.51030000	2.95900000	0.33500000	0.05193000	2.03500000	1.49000000
0.08213000	0.34600000	2.43500000	0.37550000	-0.48210000	3.06700000	0.32300000	0.05400000	2.27400000	1.72100000
0.07081000	0.68010000	2.78700000	0.48060000	-0.77350000	3.14700000	0.34450000	0.02254000	-1.57700000	2.45400000
0.07496000	1.45100000	2.75100000	0.68480000	-1.32300000	3.19600000	0.47130000	-0.20350000	1.34100000	0.43130000
0.07124000	1.13200000	2.75900000	0.60480000	-1.10000000	3.18700000	0.41760000	-0.10330000	1.37600000	0.33530000
0.08175000	0.79150000	2.42600000	0.55340000	-0.82130000	2.73700000	0.43310000	-0.05200000	0.95810000	0.29210000
0.08234000	0.85840000	2.44500000	0.53320000	-0.87690000	2.75800000	0.41720000	-0.06379000	1.08300000	0.28650000
