-4.20E-01	-3.73E-03	4.41E-02	7.09E+00	2.82E+00	-6.57E-01	6.10E-03	2.57E-01	9.36E+00	2.97E+00
-4.20E-01	-3.73E-03	4.41E-02	7.09E+00	2.82E+00	-6.57E-01	6.10E-03	2.57E-01	9.36E+00	2.97E+00
-4.03E-01	-3.50E-03	4.18E-02	7.74E+00	2.78E+00	-6.45E-01	6.89E-03	2.62E-01	9.38E+00	2.97E+00
-3.70E-01	-2.91E-03	4.03E-02	8.93E+00	2.81E+00	-6.12E-01	8.06E-03	2.64E-01	9.29E+00	2.97E+00
-3.31E-01	-1.39E-03	5.06E-02	9.52E+00	2.91E+00	-5.32E-01	8.57E-03	2.40E-01	9.08E+00	2.97E+00
-2.71E-01	-3.46E-07	5.96E-02	9.63E+00	2.97E+00	-4.20E-01	7.66E-03	2.03E-01	8.87E+00	2.96E+00
-1.98E-01	4.76E-04	5.65E-02	9.31E+00	2.94E+00	-3.26E-01	7.00E-03	1.81E-01	8.77E+00	2.96E+00
-1.33E-01	7.10E-04	5.55E-02	8.59E+00	2.91E+00	-2.40E-01	6.16E-03	1.59E-01	8.64E+00	2.96E+00
-8.73E-02	8.03E-04	5.80E-02	7.82E+00	2.90E+00	-1.77E-01	5.50E-03	1.42E-01	8.36E+00	2.97E+00
-6.36E-02	8.89E-04	6.12E-02	7.28E+00	2.91E+00	-1.35E-01	4.92E-03	1.27E-01	8.05E+00	2.96E+00
-5.07E-02	9.97E-04	6.45E-02	6.88E+00	2.92E+00	-1.09E-01	4.01E-03	1.15E-01	7.91E+00	2.95E+00
-4.23E-02	1.16E-03	6.72E-02	6.56E+00	2.93E+00	-8.76E-02	3.56E-03	1.04E-01	7.74E+00	2.95E+00
-3.73E-02	1.40E-03	6.91E-02	6.37E+00	2.93E+00	-6.91E-02	3.05E-03	9.19E-02	7.58E+00	2.95E+00
-3.07E-02	1.57E-03	6.70E-02	6.25E+00	2.93E+00	-4.83E-02	2.56E-03	7.65E-02	7.33E+00	2.94E+00
-2.22E-02	1.89E-03	6.29E-02	6.27E+00	2.93E+00	-2.01E-02	1.85E-03	5.48E-02	7.04E+00	2.91E+00
-1.31E-02	2.17E-03	5.74E-02	6.20E+00	2.93E+00	2.81E-03	1.40E-03	3.66E-02	6.37E+00	2.85E+00
-7.69E-03	2.49E-03	5.26E-02	6.18E+00	2.93E+00	2.00E-02	7.69E-04	2.02E-02	5.64E+00	2.64E+00
-6.02E-03	2.66E-03	4.98E-02	5.97E+00	2.93E+00	2.57E-02	8.07E-04	1.36E-02	4.72E+00	2.50E+00
-7.39E-03	2.74E-03	4.98E-02	5.91E+00	2.94E+00	2.59E-02	1.65E-03	2.09E-02	2.75E+00	2.77E+00
-6.93E-03	2.66E-03	4.63E-02	5.92E+00	2.93E+00	2.19E-02	2.54E-03	3.01E-02	1.64E+00	2.87E+00
-1.30E-02	2.73E-03	4.39E-02	5.88E+00	2.93E+00	1.79E-02	1.78E-03	1.46E-02	2.86E+00	2.69E+00
-4.15E-02	2.62E-03	4.07E-02	6.13E+00	2.92E+00	-1.13E-02	5.46E-04	4.61E-03	4.19E+00	1.88E+00
-5.39E-02	2.70E-03	3.97E-02	6.39E+00	2.91E+00	-2.47E-02	1.33E-03	1.28E-02	3.68E+00	2.56E+00
-5.30E-02	2.50E-03	3.44E-02	6.13E+00	2.90E+00	-3.22E-02	2.03E-04	7.41E-03	4.70E+00	1.88E+00
-5.79E-02	2.77E-03	3.63E-02	5.99E+00	2.90E+00	-3.76E-02	2.18E-03	3.17E-02	1.41E+00	2.87E+00
-5.78E-02	2.53E-03	3.00E-02	6.55E+00	2.88E+00	-4.15E-02	-7.19E-04	5.10E-03	5.33E+00	9.39E-01
-6.37E-02	2.56E-03	3.56E-02	6.30E+00	2.90E+00	-4.87E-02	2.36E-04	1.34E-02	6.77E+00	2.25E+00
-6.37E-02	2.56E-03	3.56E-02	6.30E+00	2.90E+00	-4.87E-02	2.36E-04	1.34E-02	6.77E+00	2.25E+00
