9.43E-03	2.49E-03	-5.13E-01	5.27E+00	2.98E+00	-5.11E-01	5.02E-02	9.27E-01	-3.78E+00	3.00E+00
9.43E-03	2.49E-03	-5.13E-01	5.27E+00	2.98E+00	-5.11E-01	5.02E-02	9.27E-01	-3.78E+00	3.00E+00
7.80E-02	2.04E-03	-5.30E-01	5.14E+00	2.98E+00	-4.66E-01	5.32E-02	7.84E-01	-2.80E+00	3.00E+00
1.31E-01	3.31E-03	-5.15E-01	4.90E+00	2.98E+00	-3.59E-01	5.04E-02	9.96E-01	-4.34E+00	3.00E+00
1.93E-01	3.29E-03	-5.11E-01	4.48E+00	2.98E+00	6.96E-02	2.64E-02	-2.07E-01	1.17E+01	3.04E+00
2.38E-01	3.64E-03	-4.96E-01	3.75E+00	2.99E+00	7.68E-02	2.19E-02	-1.33E-01	8.29E+00	2.95E+00
2.46E-01	3.26E-03	-4.83E-01	3.11E+00	2.99E+00	8.53E-02	2.09E-02	-1.01E-01	7.23E+00	2.97E+00
2.32E-01	2.32E-03	-4.60E-01	2.83E+00	3.00E+00	9.03E-02	1.75E-02	-9.70E-02	6.34E+00	2.98E+00
2.01E-01	1.91E-03	-4.22E-01	2.70E+00	3.00E+00	8.13E-02	1.44E-02	-9.65E-02	5.89E+00	2.98E+00
1.70E-01	1.52E-03	-3.86E-01	2.66E+00	3.00E+00	7.57E-02	1.14E-02	-1.02E-01	5.64E+00	2.98E+00
1.37E-01	1.44E-03	-3.48E-01	2.65E+00	3.00E+00	5.09E-02	1.06E-02	-8.59E-02	5.62E+00	2.98E+00
9.95E-02	1.43E-03	-3.04E-01	2.65E+00	3.00E+00	3.19E-02	8.34E-03	-7.94E-02	5.51E+00	2.98E+00
5.41E-02	1.64E-03	-2.50E-01	2.61E+00	3.00E+00	-2.92E-03	7.50E-03	-5.66E-02	5.49E+00	2.97E+00
2.88E-03	2.00E-03	-1.91E-01	2.40E+00	3.01E+00	-3.22E-02	5.53E-03	-3.97E-02	5.32E+00	2.96E+00
-5.75E-02	2.31E-03	-1.23E-01	1.36E+00	3.01E+00	-7.16E-02	3.57E-03	-7.94E-03	3.24E+00	2.46E+00
-1.51E-01	3.54E-03	2.44E-02	1.73E+01	3.04E+00	-1.01E-01	8.06E-04	1.53E-02	7.91E+00	2.73E+00
-1.69E-01	2.84E-03	5.05E-02	6.55E+00	2.79E+00	-1.20E-01	-1.48E-03	3.62E-02	7.86E+00	2.82E+00
-2.08E-01	3.07E-03	9.46E-02	6.16E+00	2.88E+00	-1.47E-01	-1.34E-03	6.53E-02	7.61E+00	2.90E+00
-2.18E-01	3.28E-03	1.10E-01	6.09E+00	2.89E+00	-1.39E-01	-7.17E-03	5.35E-02	1.14E+01	3.04E+00
-2.22E-01	3.22E-03	1.19E-01	6.11E+00	2.89E+00	-2.99E-02	-1.86E-02	-2.03E-01	-1.12E+00	3.00E+00
-2.21E-01	2.69E-03	1.21E-01	6.21E+00	2.90E+00	-1.26E-01	-8.94E-03	4.33E-02	1.12E+01	3.06E+00
-2.31E-01	2.87E-03	1.33E-01	6.39E+00	2.92E+00	-1.39E-01	-5.83E-03	6.13E-02	8.50E+00	2.84E+00
-2.47E-01	3.26E-03	1.52E-01	6.44E+00	2.92E+00	-1.18E-01	-7.24E-03	5.09E-02	1.01E+01	2.96E+00
-2.49E-01	2.79E-03	1.58E-01	6.58E+00	2.93E+00	-1.19E-01	-5.97E-03	5.08E-02	9.34E+00	2.89E+00
-2.43E-01	2.74E-03	1.59E-01	6.71E+00	2.93E+00	-1.06E-02	-1.93E-02	-3.14E-01	-2.80E+00	3.00E+00
-2.38E-01	3.13E-03	1.62E-01	6.68E+00	2.93E+00	-1.78E-01	7.92E-04	1.22E-01	8.00E+00	2.95E+00
-2.36E-01	2.68E-03	1.60E-01	6.60E+00	2.92E+00	-1.71E-01	8.06E-03	1.56E-01	6.88E+00	2.97E+00
-2.36E-01	2.68E-03	1.60E-01	6.60E+00	2.92E+00	-1.71E-01	8.06E-03	1.56E-01	6.88E+00	2.97E+00
