1.02E-08	6.3
1.82E-08	7
3.24E-08	7.789
5.75E-08	8.202
1.02E-07	9.923
1.82E-07	11.239
3.24E-07	11.511
5.75E-07	10.97
1.02E-06	10.354
1.82E-06	9.5705
3.24E-06	8.545
5.75E-06	7.5765
1.02E-05	6.8645
1.82E-05	5.9925
3.24E-05	5.337
5.75E-05	4.616
0.000102329	4.008
0.00018197	3.5045
0.000323594	3.0755
0.00057544	2.699
0.001023293	2.302
0.001819701	2.005
0.003235937	1.706
0.0057544	1.505
0.01023293	1.275
0.018197009	1.0855
0.032359365	0.8825
0.057543993	0.717
0.102329299	0.5485
0.18197009	0.459
0.323593646	0.297
0.57543993	0.1935
1.023293018	0.1025
1.819700837	0.064
3.235936642	0.024
5.7543993	0.0145
10.23293018	0.0615
18.19700813	0.004
32.35936737	0.0035
57.5439949	0.0025
