1.13E-08	2.36E-04
1.42E-08	3.31E-04
1.79E-08	4.50E-04
2.25E-08	5.92E-04
2.84E-08	7.43E-04
3.57E-08	8.82E-04
4.50E-08	9.75E-04
5.66E-08	9.90E-04
7.13E-08	9.06E-04
8.97E-08	7.40E-04
1.13E-07	5.43E-04
1.42E-07	3.80E-04
1.79E-07	2.89E-04
2.25E-07	2.63E-04
2.84E-07	2.71E-04
3.57E-07	2.89E-04
4.50E-07	3.07E-04
5.66E-07	3.22E-04
7.13E-07	3.35E-04
8.97E-07	3.46E-04
1.13E-06	3.55E-04
1.42E-06	3.63E-04
1.79E-06	3.69E-04
2.25E-06	3.75E-04
2.84E-06	3.79E-04
3.57E-06	3.83E-04
4.50E-06	3.86E-04
5.66E-06	3.89E-04
7.13E-06	3.92E-04
8.97E-06	3.94E-04
1.13E-05	3.96E-04
1.42E-05	3.98E-04
1.79E-05	3.99E-04
2.25E-05	4.01E-04
2.84E-05	4.03E-04
3.57E-05	4.04E-04
4.50E-05	4.05E-04
5.66E-05	4.07E-04
7.13E-05	4.08E-04
8.97E-05	4.09E-04
1.13E-04	4.11E-04
1.42E-04	4.12E-04
1.79E-04	4.13E-04
2.25E-04	4.15E-04
2.84E-04	4.16E-04
3.57E-04	4.18E-04
4.50E-04	4.20E-04
5.66E-04	4.21E-04
7.13E-04	4.23E-04
8.97E-04	4.25E-04
1.13E-03	4.28E-04
1.42E-03	4.30E-04
1.79E-03	4.33E-04
2.25E-03	4.36E-04
2.84E-03	4.40E-04
3.57E-03	4.44E-04
4.50E-03	4.48E-04
5.66E-03	4.54E-04
7.13E-03	4.59E-04
8.97E-03	4.66E-04
1.13E-02	4.74E-04
1.42E-02	4.83E-04
1.79E-02	4.93E-04
2.25E-02	5.04E-04
2.84E-02	5.17E-04
3.57E-02	5.32E-04
4.50E-02	5.48E-04
5.66E-02	5.67E-04
7.13E-02	5.89E-04
8.97E-02	6.13E-04
1.13E-01	6.40E-04
1.42E-01	6.70E-04
1.79E-01	7.03E-04
2.25E-01	7.40E-04
2.84E-01	7.79E-04
3.57E-01	8.20E-04
4.50E-01	8.62E-04
5.66E-01	9.03E-04
7.13E-01	9.41E-04
8.97E-01	9.72E-04
1.13E+00	9.91E-04
1.42E+00	9.94E-04
1.79E+00	9.75E-04
2.25E+00	9.31E-04
2.84E+00	8.61E-04
3.57E+00	7.69E-04
4.50E+00	6.64E-04
5.66E+00	5.60E-04
7.13E+00	4.71E-04
8.97E+00	4.06E-04
1.13E+01	3.68E-04
1.42E+01	3.49E-04
1.79E+01	3.44E-04
2.25E+01	3.52E-04
2.84E+01	3.77E-04
3.57E+01	4.27E-04
4.50E+01	5.07E-04
5.66E+01	6.13E-04
7.13E+01	7.30E-04
8.97E+01	8.30E-04
1.13E+02	8.86E-04
1.42E+02	8.79E-04
1.79E+02	8.07E-04
2.25E+02	6.83E-04
2.84E+02	5.33E-04
3.57E+02	3.82E-04
4.50E+02	2.53E-04
5.66E+02	1.58E-04
7.13E+02	9.68E-05
8.97E+02	6.07E-05
1.13E+03	4.00E-05
1.42E+03	2.78E-05
1.79E+03	1.99E-05
2.25E+03	1.46E-05
2.84E+03	1.07E-05
3.57E+03	7.89E-06
4.50E+03	5.82E-06
5.66E+03	4.28E-06
7.13E+03	3.15E-06
8.97E+03	2.32E-06
1.13E+04	1.70E-06
1.42E+04	1.25E-06
1.79E+04	9.20E-07
2.25E+04	6.76E-07
2.84E+04	4.96E-07
3.57E+04	3.65E-07
4.50E+04	2.68E-07
5.66E+04	1.97E-07
7.13E+04	1.44E-07
8.97E+04	1.06E-07
1.13E+05	7.80E-08
1.42E+05	5.73E-08
1.79E+05	4.21E-08
2.25E+05	3.09E-08
2.84E+05	2.27E-08
3.57E+05	1.67E-08
4.50E+05	1.23E-08
5.66E+05	9.04E-09
7.13E+05	6.65E-09
8.97E+05	4.89E-09
