1.13E-08	1.93E-04
1.42E-08	2.72E-04
1.79E-08	3.71E-04
2.25E-08	4.89E-04
2.84E-08	6.14E-04
3.57E-08	7.26E-04
4.50E-08	7.98E-04
5.66E-08	7.99E-04
7.13E-08	7.14E-04
8.97E-08	5.55E-04
1.13E-07	3.70E-04
1.42E-07	2.13E-04
1.79E-07	1.19E-04
2.25E-07	8.24E-05
2.84E-07	7.65E-05
3.57E-07	8.01E-05
4.50E-07	8.48E-05
5.66E-07	8.91E-05
7.13E-07	9.27E-05
8.97E-07	9.57E-05
1.13E-06	9.83E-05
1.42E-06	1.00E-04
1.79E-06	1.02E-04
2.25E-06	1.04E-04
2.84E-06	1.05E-04
3.57E-06	1.06E-04
4.50E-06	1.07E-04
5.66E-06	1.08E-04
7.13E-06	1.08E-04
8.97E-06	1.09E-04
1.13E-05	1.10E-04
1.42E-05	1.10E-04
1.79E-05	1.11E-04
2.25E-05	1.11E-04
2.84E-05	1.11E-04
3.57E-05	1.12E-04
4.50E-05	1.12E-04
5.66E-05	1.13E-04
7.13E-05	1.13E-04
8.97E-05	1.13E-04
1.13E-04	1.14E-04
1.42E-04	1.14E-04
1.79E-04	1.15E-04
2.25E-04	1.15E-04
2.84E-04	1.15E-04
3.57E-04	1.16E-04
4.50E-04	1.16E-04
5.66E-04	1.17E-04
7.13E-04	1.18E-04
8.97E-04	1.18E-04
1.13E-03	1.19E-04
1.42E-03	1.20E-04
1.79E-03	1.21E-04
2.25E-03	1.22E-04
2.84E-03	1.23E-04
3.57E-03	1.25E-04
4.50E-03	1.26E-04
5.66E-03	1.28E-04
7.13E-03	1.30E-04
8.97E-03	1.33E-04
1.13E-02	1.36E-04
1.42E-02	1.39E-04
1.79E-02	1.44E-04
2.25E-02	1.48E-04
2.84E-02	1.54E-04
3.57E-02	1.61E-04
4.50E-02	1.69E-04
5.66E-02	1.78E-04
7.13E-02	1.89E-04
8.97E-02	2.02E-04
1.13E-01	2.17E-04
1.42E-01	2.35E-04
1.79E-01	2.57E-04
2.25E-01	2.82E-04
2.84E-01	3.10E-04
3.57E-01	3.43E-04
4.50E-01	3.81E-04
5.66E-01	4.22E-04
7.13E-01	4.66E-04
8.97E-01	5.11E-04
1.13E+00	5.53E-04
1.42E+00	5.87E-04
1.79E+00	6.10E-04
2.25E+00	6.15E-04
2.84E+00	5.98E-04
3.57E+00	5.60E-04
4.50E+00	5.04E-04
5.66E+00	4.42E-04
7.13E+00	3.85E-04
8.97E+00	3.42E-04
1.13E+01	3.18E-04
1.42E+01	3.09E-04
1.79E+01	3.10E-04
2.25E+01	3.23E-04
2.84E+01	3.51E-04
3.57E+01	4.02E-04
4.50E+01	4.82E-04
5.66E+01	5.88E-04
7.13E+01	7.05E-04
8.97E+01	8.07E-04
1.13E+02	8.65E-04
1.42E+02	8.62E-04
1.79E+02	7.93E-04
2.25E+02	6.74E-04
2.84E+02	5.27E-04
3.57E+02	3.79E-04
4.50E+02	2.51E-04
5.66E+02	1.57E-04
7.13E+02	9.62E-05
8.97E+02	6.04E-05
1.13E+03	3.99E-05
1.42E+03	2.77E-05
1.79E+03	1.99E-05
2.25E+03	1.45E-05
2.84E+03	1.07E-05
3.57E+03	7.88E-06
4.50E+03	5.81E-06
5.66E+03	4.28E-06
7.13E+03	3.15E-06
8.97E+03	2.32E-06
1.13E+04	1.70E-06
1.42E+04	1.25E-06
1.79E+04	9.19E-07
2.25E+04	6.75E-07
2.84E+04	4.96E-07
3.57E+04	3.64E-07
4.50E+04	2.68E-07
5.66E+04	1.97E-07
7.13E+04	1.44E-07
8.97E+04	1.06E-07
1.13E+05	7.80E-08
1.42E+05	5.73E-08
1.79E+05	4.21E-08
2.25E+05	3.09E-08
2.84E+05	2.27E-08
3.57E+05	1.67E-08
4.50E+05	1.23E-08
5.66E+05	9.04E-09
7.13E+05	6.65E-09
8.97E+05	4.89E-09
