1.02E-08	11.865
1.82E-08	12.653
3.24E-08	14.107
5.75E-08	15.578
1.02E-07	21.997
1.82E-07	25.017
3.24E-07	26.266
5.75E-07	25.722
1.02E-06	24.956
1.82E-06	23.721
3.24E-06	21.901
5.75E-06	20.768
1.02E-05	19.097
1.82E-05	17.806
3.24E-05	16.43
5.75E-05	15.1
0.000102329	14.083
0.00018197	12.934
0.000323594	12.19
0.00057544	11.129
0.001023293	10.28
0.001819701	9.701
0.003235937	8.931
0.0057544	8.403
0.01023293	7.705
0.018197009	7.215
0.032359365	6.691
0.057543993	6.078
0.102329299	5.424
0.18197009	4.633
0.323593646	4.048
0.57543993	3.328
1.023293018	2.548
1.819700837	1.802
3.235936642	1.248
5.7543993	0.832
10.23293018	0.554
18.19700813	0.209
32.35936737	0.236
57.5439949	0.16
